source,title,company,location,salary_min,salary_max,salary_mid,salary_text,skills,specialty,published_at,url
remoteok,Senior Full stack React Developer,Lemon.io,Unknown,50000.0,210000.0,105000.0,50000 – 210000,"javascript, react, node, python, golang, full time, full stack, dev, engineer, senior",Full Stack,,https://remoteOK.com/remote-jobs/remote-senior-full-stack-react-developer-lemon-io-1131339
remoteok,Data Engineer,Pivotal Health,Los Angeles,160000.0,180000.0,194900.0,160000 – 180000,"design, salesforce, python, technical, support, software, analyst, devops, cloud, postgresql, analytics, medical, health, healthcare, engineer, engineering, digital nomad",Data Engineer,,https://remoteOK.com/remote-jobs/remote-data-engineer-pivotal-health-1131305
remoteok,Data Scientist,Junction,Unknown,180000.0,220000.0,100000.0,180000 – 220000,"python, technical, cloud, management, lead, analytics, health, healthcare, engineering",Data Science / ML,,https://remoteOK.com/remote-jobs/remote-data-scientist-junction-1131265
remoteok,Software Engineer Identity & Access,Patreon,Unknown,189000.0,255500.0,90000.0,189000 – 255500,"software, security, python, support, testing, growth, code, senior, reliability, engineer, engineering",DevOps / SRE,,https://remoteOK.com/remote-jobs/remote-software-engineer-identity-access-patreon-1131240
remoteok,Biology AI Training Expert,Anyone AI,Amsterdam,0.0,40.0,125000.0,to 40,"training, python, technical, biology",Data Science / ML,,https://remoteOK.com/remote-jobs/remote-biology-ai-training-expert-anyone-ai-1130953
remoteok,Data Analyst,World Golf Tour (WGT),San Francisco,75000.0,125000.0,125000.0,75000 – 125000,"analyst, security, python, game, technical, support, software, leader, excel, analytics",Data Analyst / BI,,https://remoteOK.com/remote-jobs/remote-data-analyst-world-golf-tour-wgt-1130952
remoteok,Security Engineer II Canada,NerdWallet,Unknown,123000.0,188000.0,125000.0,123000 – 188000,"security, design, python, support, developer, software, test, web, javascript, financial, cloud, operational, healthcare, engineer, engineering, digital nomad",Security,,https://remoteOK.com/remote-jobs/remote-security-engineer-ii-canada-nerdwallet-1130860
remoteok,Senior Python Software Engineer,Bloomreach,Slovakia,4000.0,0.0,85000.0,from 4000,"python, software, test, growth, financial, cloud, senior, analytics, engineer, engineering, backend",QA / Testing,,https://remoteOK.com/remote-jobs/remote-senior-python-software-engineer-bloomreach-1130047
remoteok,Senior Software Engineer Backend,Cresta,Toronto,100000.0,150000.0,80000.0,100000 – 150000,"software, design, python, technical, voice, senior, golang, engineer, engineering, backend, digital nomad",Backend,,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-backend-cresta-1129520
remoteok,Data Engineer,Sayari,Remote - US,60000.0,80000.0,37000.0,60000 – 80000,"python, software, code, financial, investment, scala, engineer, engineering",Data Engineer,,https://remoteOK.com/remote-jobs/remote-data-engineer-sayari-1129302
remoteok,Staff Software Engineer Full Stack & AI Systems,Sully.ai,Unknown,200000.0,230000.0,200000.0,200000 – 230000,"software, design, system, frontend, python, full-stack, architect, test, ui, cloud, api, admin, healthcare, engineer, engineering, digital nomad",Full Stack,,https://remoteOK.com/remote-jobs/remote-staff-software-engineer-full-stack-ai-systems-sully-ai-1128998
remoteok,Backend Engineer,Paperpile,Unknown,70000.0,110000.0,48500.0,70000 – 110000,"ops, backend, javascript, typescript, senior",Backend,,https://remoteOK.com/remote-jobs/remote-backend-engineer-paperpile-1131382
remoteok,Senior React Native Developer,Headway,Unknown,130000.0,200000.0,38830.0,130000 – 200000,"engineer, mobile, javascript, react, dev, iOS, android",Mobile,,https://remoteOK.com/remote-jobs/remote-senior-react-native-developer-headway-1131173
remoteok,Senior Software Development Engineer DevOps,Equip Health,Unknown,127000.0,159000.0,33500.0,127000 – 159000,"software, react, system, security, training, support, developer, code, web, travel, devops, javascript, financial, serverless, cloud, mobile, strategy, senior, operational, legal, reliability, medical, health, healthcare, engineer, engineering, backend, digital nomad",DevOps / SRE,,https://remoteOK.com/remote-jobs/remote-senior-software-development-engineer-devops-equip-health-1129690
remoteok,Staff Software Engineer Java,Ping Identity,"Vancouver, WA",100000.0,150000.0,31046.5,100000 – 150000,"software, developer, java, cloud, management, engineer, digital nomad",Software Engineer,,https://remoteOK.com/remote-jobs/remote-staff-software-engineer-java-ping-identity-1129467
remoteok,Software Engineer,Tech Solutions Inc.,San Francisco,80000.0,120000.0,45000.0,80000 – 120000,"software, code, java, engineer",Software Engineer,,https://remoteOK.com/remote-jobs/remote-software-engineer-tech-solutions-inc-1129462
remoteok,Junior Software Developer Full Stack,KOHO,Unknown,100000.0,130000.0,5919.5,100000 – 130000,"developer, software, design, react, rabbitmq, frontend, docker, support, code, web, javascript, financial, cloud, git, postgresql, angular, api, mobile, senior, junior, operations, operational, go, recruitment, backend, digital nomad",Full Stack,,https://remoteOK.com/remote-jobs/remote-junior-software-developer-full-stack-koho-1129454
remoteok,Software Manager Exchange,GHX,Louisville,80000.0,120000.0,42500.0,80000 – 120000,"software, manager, technical, java, lambda, angular, management, lead",Frontend,,https://remoteOK.com/remote-jobs/remote-software-manager-exchange-ghx-1129306
remoteok,Full Stack Software Engineer III Angular Java,MeridianLink,Unknown,138000.0,160000.0,62314.0,138000 – 160000,"software, design, front-end, back-end, full-stack, technical, support, testing, ui, code, web, devops, java, angular, lead, senior, junior, engineer, digital nomad",Full Stack,,https://remoteOK.com/remote-jobs/remote-full-stack-software-engineer-iii-angular-java-meridianlink-1129290
remoteok,Software Engineer I Dev Tooling,Sumo Logic,Noida,600000.0,1200000.0,46000.0,600000 – 1200000,"software, design, system, technical, support, developer, code, web, javascript, strategy, senior, engineer, engineering, digital nomad",IT Support,,https://remoteOK.com/remote-jobs/remote-software-engineer-i-dev-tooling-sumo-logic-1129266
remoteok,Technical Support Engineer Java .Net,New Relic,"Boise, Idaho, USA; Denver, Colorado, USA; Jackson, Wyoming, USA; Portland, Oregon, USA; Salt Lake City, Utah, USA; Vancouver, Washington, USA",60000.0,120000.0,80000.0,60000 – 120000,"technical, support, happiness, java, leader, engineer",IT Support,,https://remoteOK.com/remote-jobs/remote-technical-support-engineer-java-net-new-relic-1129130
remoteok,Software Engineer,Tech Innovations Inc.,San Francisco,80000.0,120000.0,43349.0,80000 – 120000,"software, testing, javascript, cloud, engineer",DevOps / SRE,,https://remoteOK.com/remote-jobs/remote-software-engineer-tech-innovations-inc-1129031
remoteok,Staff Product Manager Enterprise,LiveKit,Unknown,225000.0,265000.0,78200.0,225000 – 265000,"manager, technical, developer, growth, code, voice, strategy, sales, go, engineering, digital nomad",Backend,,https://remoteOK.com/remote-jobs/remote-staff-product-manager-enterprise-livekit-1131531
remoteok,Customer Success Representative,Subbly,Unknown,10000.0,30000.0,44704.0,10000 – 30000,"customer support, ai",Data Science / ML,,https://remoteOK.com/remote-jobs/remote-customer-success-representative-subbly-1131487
remoteok,Mid Senior AI Cinematic Video Editor,EverAI,Unknown,60000.0,100000.0,34000.0,60000 – 100000,"ai, Video Editor, Long-form Video Content, Motion graphic design, Colour correction, ComfyUI, Stable Diffusion, AI Video Production",Data Science / ML,,https://remoteOK.com/remote-jobs/remote-mid-senior-ai-cinematic-video-editor-everai-1131485
remoteok,Founding Engineer,Haast,New York,180000.0,220000.0,60000.0,180000 – 220000,"frontend, full-stack, technical, code, voice, content, legal, reliability, engineer, engineering, backend",Full Stack,,https://remoteOK.com/remote-jobs/remote-founding-engineer-haast-1131402
remoteok,Senior Frontend Developer,Sanctuary Computer,Unknown,100000.0,150000.0,40578.5,100000 – 150000,"engineer, senior, front end, dev, exec, design",Frontend,,https://remoteOK.com/remote-jobs/remote-senior-frontend-developer-sanctuary-computer-1131398
remoteok,Product Marketing Lead,Paragon,Los Angeles or Remote,140000.0,180000.0,65000.0,140000 – 180000,"saas, technical, developer, code, api, lead, marketing, sales, engineering, digital nomad",Product,,https://remoteOK.com/remote-jobs/remote-product-marketing-lead-paragon-1131395
remoteok,Shopify Web Developer 075 D2B,D2B,Unknown,75000.0,90000.0,55000.0,75000 – 90000,"developer, web, php, shopify, digital nomad",Software Engineer,,https://remoteOK.com/remote-jobs/remote-shopify-web-developer-075-d2b-d2b-1130169
remoteok,Senior Backend PHP Software Engineer Inventory,Cloudbeds,Minnesota,80000.0,120000.0,92500.0,80000 – 120000,"software, saas, amazon, web, php, strategy, senior, operations, engineer, backend",Backend,,https://remoteOK.com/remote-jobs/remote-senior-backend-php-software-engineer-inventory-cloudbeds-1129436
remoteok,Full Stack Developer,MicroVentures,Texas,60000.0,120000.0,40578.5,60000 – 120000,"developer, laravel, senior, engineering, digital nomad",Full Stack,,https://remoteOK.com/remote-jobs/remote-full-stack-developer-microventures-1129364
remoteok,Full Stack Engineer Contacts,Calendly,Remote - US,80000.0,120000.0,65000.0,80000 – 120000,"design, saas, react, front-end, technical, software, growth, web, cloud, node.js, engineer, engineering, backend, digital nomad",Full Stack,,https://remoteOK.com/remote-jobs/remote-full-stack-engineer-contacts-calendly-1129339
remoteok,Incident Response Engineer,Solera Health,Remote - USA,80000.0,120000.0,55000.0,80000 – 120000,"system, front-end, software, growth, node.js, medical, health, engineer, engineering",Backend,,https://remoteOK.com/remote-jobs/remote-incident-response-engineer-solera-health-1128974
remoteok,Senior Software Engineer,Interra Health,Boston,127000.0,170000.0,100000.0,127000 – 170000,"software, design, saas, system, frontend, teaching, technical, code, travel, education, cloud, ruby, management, lead, senior, operational, reliability, medical, health, healthcare, engineer, engineering, backend, digital nomad",Backend,,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-interra-health-1131380
remoteok,Full Stack Product Engineer,Pivotal Health,Los Angeles,180000.0,220000.0,65000.0,180000 – 220000,"react, system, frontend, technical, software, ui, web, cloud, operations, operational, medical, health, healthcare, engineer, engineering, backend",Full Stack,,https://remoteOK.com/remote-jobs/remote-full-stack-product-engineer-pivotal-health-1131314
remoteok,Backend Engineer Rome,Air Apps,Rome,52000.0,65000.0,61357.5,52000 – 65000,"design, graphql, frontend, support, software, testing, code, financial, cloud, git, operations, reliability, health, engineer, engineering, backend, digital nomad",QA / Testing,,https://remoteOK.com/remote-jobs/remote-backend-engineer-rome-air-apps-1131185
remoteok,Full Stack Software Engineer,Cala Health,SF Bay Area,125000.0,160000.0,225000.0,125000 – 160000,"software, frontend, full-stack, medical, engineer, engineering, backend, full-time",Full Stack,,https://remoteOK.com/remote-jobs/remote-full-stack-software-engineer-cala-health-1130372
remoteok,Senior Frontend Engineer,Roofr,Unknown,120000.0,170000.0,70000.0,120000 – 170000,"frontend, technical, software, code, web, senior, sales, engineer, engineering",Frontend,,https://remoteOK.com/remote-jobs/remote-senior-frontend-engineer-roofr-1130297
remoteok,Security Engineer,PermitFlow,New York City,175000.0,250000.0,80000.0,175000 – 250000,"security, frontend, architect, software, testing, cloud, management, engineer, engineering",Security,,https://remoteOK.com/remote-jobs/remote-security-engineer-permitflow-1130241
remoteok,Senior Software Engineer Frontend Engineering,Trase Systems,Remote,80000.0,120000.0,110000.0,80000 – 120000,"frontend, software, senior, engineer, engineering",Frontend,,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-frontend-engineering-trase-systems-1129440
remoteok,Senior Frontend Engineer,Arize AI,Remote,100000.0,150000.0,205000.0,100000 – 150000,"frontend, react, typescript, api, senior, junior, engineer, engineering, backend",Backend,,https://remoteOK.com/remote-jobs/remote-senior-frontend-engineer-arize-ai-1129336
remoteok,Offensive Security Engineer Agent Security,OpenAI,Unknown,364500.0,490000.0,95000.0,364500 – 490000,"security, frontend, technical, software, testing, ui, code, web, cloud, strategy, operations, operational, reliability, engineer, engineering, linux",Security,,https://remoteOK.com/remote-jobs/remote-offensive-security-engineer-agent-security-openai-1129207
remoteok,Frontend Engineer Editor Team,ThriveCart,Remote,60000.0,120000.0,86000.0,60000 – 120000,"frontend, saas, technical, support, code, cloud, management, sales, engineer",IT Support,,https://remoteOK.com/remote-jobs/remote-frontend-engineer-editor-team-thrivecart-1129181
remoteok,Senior Software Engineer Agentic Assistant,Flock Safety,Unknown,170000.0,190000.0,85000.0,170000 – 190000,"software, assistant, design, system, security, full-stack, technical, recruiter, testing, ui, ux, web, cloud, postgresql, typescript, node, api, senior, excel, sales, reliability, health, engineer, engineering, backend, digital nomad",Full Stack,,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-agentic-assistant-flock-safety-1129046
remoteok,Full Stack Developer,Envision Horizons LLC,Remote,95000.0,115000.0,30713.0,95000 – 115000,"developer, c#, amazon, react, system, front-end, technical, support, software, growth, code, web, voice, financial, css, strategy, senior, reliability, health, recruiting, engineering, recruitment, backend, ecommerce, e-commerce, digital nomad",Full Stack,,https://remoteOK.com/remote-jobs/remote-full-stack-developer-envision-horizons-llc-1131303
remoteok,Senior Engineer Confluent Marketplace Partner Applied Solution,Confluent,Unknown,179200.0,210600.0,165000.0,179200 – 210600,"design, saas, react, back-end, technical, ui, code, cloud, senior, engineer, engineering, backend, digital nomad",Backend,,https://remoteOK.com/remote-jobs/remote-senior-engineer-confluent-marketplace-partner-applied-solution-confluent-1129855
remoteok,Software Engineer III,MeridianLink,Unknown,117200.0,162800.0,172136.5,117200 – 162800,"software, design, c#, react, system, technical, web, senior, engineer, digital nomad",Frontend,,https://remoteOK.com/remote-jobs/remote-software-engineer-iii-meridianlink-1129270
remoteok,Software Engineer II,Horace Mann,"Springfield, IL",60000.0,120000.0,108750.0,60000 – 120000,"software, graphql, react.js, system, front-end, technical, support, code, devops, senior, junior, engineer, engineering",DevOps / SRE,,https://remoteOK.com/remote-jobs/remote-software-engineer-ii-horace-mann-1129121
remoteok,Engineering Manager Workload Management,Graphcore,GdaÅsk,350700.0,474400.0,66750.0,350700 – 474400,"manager, technical, software, devops, management, engineering",DevOps / SRE,,https://remoteOK.com/remote-jobs/remote-engineering-manager-workload-management-graphcore-1130779
remoteok,DevOps Lead Engineer,"Envoy Global, Inc.",Chicago IL,100000.0,150000.0,150000.0,100000 – 150000,"design, security, infosec, software, devops, cloud, lead, operational, engineer, engineering, digital nomad",Security,,https://remoteOK.com/remote-jobs/remote-devops-lead-engineer-envoy-global-inc-1129539
remoteok,DevOps Software Engineer Energy Storage,Redwood Materials,San Francisco,100000.0,150000.0,100000.0,100000 – 150000,"software, growth, web, devops, operations, engineer",DevOps / SRE,,https://remoteOK.com/remote-jobs/remote-devops-software-engineer-energy-storage-redwood-materials-1129354
remoteok,Senior DevOps Engineer,Little Thinking Minds,Amman,60000.0,90000.0,46100.0,60000 – 90000,"security, students, architect, technical, support, devops, cloud, lead, senior, junior, operational, engineer",DevOps / SRE,,https://remoteOK.com/remote-jobs/remote-senior-devops-engineer-little-thinking-minds-1129296
remoteok,Senior Software Engineer Platform,Omada Health,"Remote, USA",100000.0,150000.0,65000.0,100000 – 150000,"software, design, technical, support, devops, cloud, senior, operational, medical, health, healthcare, engineer, engineering, digital nomad",DevOps / SRE,,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-platform-omada-health-1129228
remoteok,Staff DevOps Engineer,Heartflow,San Francisco,100000.0,150000.0,80000.0,100000 – 150000,"3d, test, devops, management, healthcare, engineer",DevOps / SRE,,https://remoteOK.com/remote-jobs/remote-staff-devops-engineer-heartflow-1129216
remoteok,Senior Backend Engineer,Goodnotes,Europe & Asia,60000.0,120000.0,115000.0,60000 – 120000,"support, qa, devops, cloud, senior, engineer, backend",DevOps / SRE,,https://remoteOK.com/remote-jobs/remote-senior-backend-engineer-goodnotes-1129185
remoteok,Senior DevOps Engineer,Alpaca,Remote - Global (Anywhere),100000.0,150000.0,60000.0,100000 – 150000,"crypto, code, devops, financial, investment, c, cloud, api, management, senior, engineer, engineering",DevOps / SRE,,https://remoteOK.com/remote-jobs/remote-senior-devops-engineer-alpaca-1129119
remoteok,DevOps Engineer Weekday AI,Weekday AI,India,1200000.0,1800000.0,33870.0,1200000 – 1800000,"devops, engineer",Data Science / ML,,https://remoteOK.com/remote-jobs/remote-devops-engineer-weekday-ai-weekday-ai-1128949
remoteok,Software Engineer Site Reliability Engineer,Thumbtack,"Remote, Ontario",100000.0,150000.0,281000.0,100000 – 150000,"software, design, support, developer, code, reliability, engineer, engineering, linux, backend, digital nomad",DevOps / SRE,,https://remoteOK.com/remote-jobs/remote-software-engineer-site-reliability-engineer-thumbtack-1129471
remoteok,Systems Infrastructure Engineer,DeepIntent,"Banja Luka, Bosnia or Belgrade, Serbia",60000.0,90000.0,216500.0,60000 – 90000,"system, security, technical, support, software, cloud, operational, healthcare, engineer, linux",IT Support,,https://remoteOK.com/remote-jobs/remote-systems-infrastructure-engineer-deepintent-1129184
remoteok,Technical Support L3 Weekends,Redis,Unknown,91455.0,137273.0,100000.0,91455 – 137273,"redis, sysadmin, technical, support, software, code, voice, cloud, nosql, reliability, health, engineer, engineering, recruitment",SysAdmin,,https://remoteOK.com/remote-jobs/remote-technical-support-l3-weekends-redis-1131106
remoteok,Crypto Trader,Fox GLobal Assets,Unknown,40000.0,60000.0,55000.0,40000 – 60000,"finance, education, crypto, legal, junior, web3, blockchain, defi, part time, other, stats, ops",Blockchain / Web3,,https://remoteOK.com/remote-jobs/remote-crypto-trader-fox-global-assets-1131243
remoteok,Data Analyst,Criptoro,Unknown,70000.0,80000.0,210000.0,70000 – 80000,"other, analyst, crypto, defi, blockchain, web3",Data Analyst / BI,,https://remoteOK.com/remote-jobs/remote-data-analyst-criptoro-1131219
trudvsem,Стажер Data Scientist (Новосибирск),"Сбербанк России, ПАО",Новосибирская область,59600.0,0.0,85000.0,from 59600,,Data Science / ML,,https://trudvsem.ru/vacancy/card/5147746474134/d8e6fac4-4add-11f1-bc24-4faf251ad06a
trudvsem,Старший эксперт по анализу данных (Data Analyst),"ПАО ""НЛМК""",Город Москва,140000.0,140000.0,102000.0,140000 – 140000,,Data Analyst / BI,,https://trudvsem.ru/vacancy/card/1024800823123/e1474e29-4a03-11f1-88cb-c105ed924421
trudvsem,"Data Analyst/Аналитик данных (PostgreSQL, Python)",СБЕР,Омская область,82650.0,0.0,179997.0,from 82650,,Data Analyst / BI,,https://trudvsem.ru/vacancy/card/7226c750-02f1-11eb-8600-bfd13399602c/a3214b24-2832-11f1-a9eb-0715fad8fc5a
trudvsem,"Data Analyst/Аналитик данных (PostgreSQL, Python)","Сбербанк России, ПАО",Омская область,95000.0,0.0,300000.0,from 95000,,Data Analyst / BI,,https://trudvsem.ru/vacancy/card/5147746474134/43fd6270-3cc1-11f1-95fe-270d802556d4
trudvsem,Аналитик данных,"ООО ""ВК-ИТ""",Московская область,75000.0,230000.0,60000.0,75000 – 230000,,Data Analyst / BI,,https://trudvsem.ru/vacancy/card/1217700010440/3f6f16f8-f1f2-11f0-ba7d-9959eb3311ba
trudvsem,Ведущий аналитик данных,"ООО ""ГАРАЖ 8""",Город Санкт-Петербург,140000.0,140000.0,60000.0,140000 – 140000,,Data Analyst / BI,,https://trudvsem.ru/vacancy/card/1177847099594/132bbaa8-47bd-11f1-b4c8-5fa89eef293a
trudvsem,аналитик данных,"КГБУ ""ЦКО""",Приморский край,96860.0,96860.0,60000.0,96860 – 96860,,Data Analyst / BI,,https://trudvsem.ru/vacancy/card/1172536045560/23d77a58-ef58-11f0-9535-877db9a256ca
trudvsem,аналитик данных,"ООО ""МЕЛИТОПОЛЬСКИЙ МОЛОКОЗАВОД""",Запорожская область,55000.0,60000.0,60000.0,55000 – 60000,,Data Analyst / BI,,https://trudvsem.ru/vacancy/card/1229000000085/a62e4b78-3417-11f1-a643-f344d815f06b
trudvsem,Аналитик данных,"ООО ""МЕЛИТОПОЛЬСКИЙ МОЛОКОЗАВОД""",Запорожская область,55000.0,60000.0,60000.0,55000 – 60000,,Data Analyst / BI,,https://trudvsem.ru/vacancy/card/1229000000085/c52e6418-3417-11f1-bc0d-57747d1e0f8d
trudvsem,Аналитик данных,СБЕР,Город Москва,30000.0,0.0,60000.0,from 30000,,Data Analyst / BI,,https://trudvsem.ru/vacancy/card/7226c750-02f1-11eb-8600-bfd13399602c/27a46c94-38b1-11f1-ac51-0bf2331a4446
trudvsem,Аналитик данных,"Сбербанк России, ПАО",Нижегородская область,85000.0,0.0,60000.0,from 85000,,Data Analyst / BI,,https://trudvsem.ru/vacancy/card/5147746474134/faa6fdb4-3e5b-11f1-9251-1135a354cddf
trudvsem,Аналитик данных,Таттелеком,Республика Татарстан (Татарстан),65000.0,65000.0,60000.0,65000 – 65000,,Data Analyst / BI,,https://trudvsem.ru/vacancy/card/1027700404797/44e7d625-3fb9-11f1-9251-1135a354cddf
trudvsem,Аналитик данных,"ООО ""НОРД ТРЕЙД""",Новосибирская область,33867.0,33867.0,60000.0,33867 – 33867,,Data Analyst / BI,,https://trudvsem.ru/vacancy/card/1245400045450/a44db9e8-3faf-11f1-a969-bf33e0c96538
trudvsem,Аналитик данных,"НОВОСИБИРСКИЙ ФИЛИАЛ ОБЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИБИРСКАЯ ТЕПЛОСБЫТОВАЯ КОМПАНИЯ""",Новосибирская область,82000.0,82000.0,60000.0,82000 – 82000,,Data Analyst / BI,,https://trudvsem.ru/vacancy/card/b3540220-7383-11ec-833e-4febb26dc4ec/67914a38-4829-11f1-b4c8-5fa89eef293a
trudvsem,Аналитик данных,СФР,Республика Татарстан (Татарстан),30000.0,70000.0,60000.0,30000 – 70000,"Условия: Работа в офисе возле метро ""Яшьлек"", 5/2",Data Analyst / BI,,https://trudvsem.ru/vacancy/card/1027700404797/f1d49245-49e3-11f1-905d-bdc0ab7ceef5
trudvsem,Аналитик данных,"ООО ""ИТМ""",Краснодарский край,250000.0,250000.0,60000.0,250000 – 250000,"Команда MagnitTech  это опытная команда IT, которая создает экосистему современных цифровых продуктов Магнит: доставка продуктов, лекарств, инструменты для обеспечения лояльности клиентов, специальные проекты и продукты для внутренних нужд. Подробнее о продукте / проекте: Онлайн коммерция сегодня - это наш собственный сервис доставки, а также доставка через партнеров Сбермаркет, Яндекс Еда и Delivery Club. Мы уже конкурируем с топовыми маркетплейсами, так как в наших магазинах более 30 тыс. уникальных наименований товаров",Data Analyst / BI,,https://trudvsem.ru/vacancy/card/1142311001744/c316cc68-871c-11ef-8126-cb26dff57dd7
trudvsem,Аналитик данных,"АО ""РТ ЛАБС""",Московская область,100000.0,140000.0,60000.0,100000 – 140000,,Data Analyst / BI,,https://trudvsem.ru/vacancy/card/1035009567450/146bbb10-43a7-11f1-aa71-659f9ad1813b
trudvsem,Аналитик данных,ПЕТРОСТАТ,Город Санкт-Петербург,55000.0,65000.0,60000.0,55000 – 65000,,Data Analyst / BI,,https://trudvsem.ru/vacancy/card/1037828011627/a2fb5d5b-736c-11f0-b2d9-cb26dff57dd7
trudvsem,Аналитик данных,ТУЛАСТАТ,Тульская область,40000.0,45000.0,60000.0,40000 – 45000,,Data Analyst / BI,,https://trudvsem.ru/vacancy/card/1027100507576/193a633b-9465-11f0-9320-bdc82d0d5dcd
trudvsem,"Бизнес-аналитик (аналитика рыночных данных, RX)",ТЕВА,Город Москва,211400.0,234350.0,60000.0,211400 – 234350,,Business Analyst,,https://trudvsem.ru/vacancy/card/7226c750-02f1-11eb-8600-bfd13399602c/5301c414-4a80-11f1-98ed-91030e92f33f
trudvsem,Аналитик больших данных,ООО «МЕГАТЕХ»,Город Москва,80000.0,80000.0,60000.0,80000 – 80000,,Data Engineer,,https://trudvsem.ru/vacancy/card/1207700399356/2a3c8049-08bb-11f0-a533-cb26dff57dd7
trudvsem,Ведущий аналитик данных,"ООО ""РХИ""",Город Санкт-Петербург,80000.0,80000.0,60000.0,80000 – 80000,,Data Analyst / BI,,https://trudvsem.ru/vacancy/card/1117847539083/f9d68a98-2cd1-11f1-b5dd-29546c10542c
trudvsem,Ведущий аналитик больших данных,"ООО ""РХИ""",Город Санкт-Петербург,80000.0,80000.0,77500.0,80000 – 80000,,Data Engineer,,https://trudvsem.ru/vacancy/card/1117847539083/6075ba28-2c2b-11f1-b896-f7acc8f2fb19
trudvsem,Аналитик данных по направлению Геологоразведка и добыча,"ООО ""ЛУКОЙЛ-ТЕХНОЛОГИИ""",Город Москва,100000.0,120000.0,78000.0,100000 – 120000,,Data Analyst / BI,,https://trudvsem.ru/vacancy/card/1187746909129/31396100-3345-11f1-b41d-4f06ba5fe534
trudvsem,Аналитик данных ИТ (стимулирование найма),"ООО ""ПОЛЕЗНЫЕ ЦИФРЫ""",Мурманская область,45000.0,50000.0,80000.0,45000 – 50000,,Data Analyst / BI,,https://trudvsem.ru/vacancy/card/1235100006646/d4316471-d51d-11f0-95a5-b982dbc00f11
trudvsem,Аналитик данных Центра развития электронных образовательных ресурсов СПбГУ,ФГБОУ ВО Санкт-Петербургский государственный университет,Город Санкт-Петербург,43500.0,0.0,100000.0,from 43500,,Data Analyst / BI,,https://trudvsem.ru/vacancy/card/7226c750-02f1-11eb-8600-bfd13399602c/75d0d324-3e58-11f1-90be-212443046cf8
trudvsem,Менеджер методологии - Аналитик данных по управлению персоналом (1С:ЗУП),"ООО "" РЦУ """,Красноярский край,43349.0,43349.0,230000.0,43349 – 43349,"Работа в крупной, стабильно развивающейся компании; Официальное трудоустройство; График работы 5/2; Конкурентоспособный уровень заработной платы (обсуждается на собеседовании); ДМС; Квартальные и ежегодные премии; Дотация на питание; Место работы: Красноярский край, г.Красноярск, ул.Пограничников.",Data Analyst / BI,,https://trudvsem.ru/vacancy/card/1042402646461/8b824630-1771-11f1-973f-37d17022a317
trudvsem,Аналитик информационной безопасности,"ООО ""СИНТЕЗ ОКА""",Нижегородская область,84600.0,91600.0,100000.0,84600 – 91600,,Security,,https://trudvsem.ru/vacancy/card/1055216600735/4a72916d-f069-11f0-92f1-2f89a4ae42c8
trudvsem,Продуктовый аналитик,"ООО ""1С-БИТРИКС""",Город Москва,130000.0,130000.0,47500.0,130000 – 130000,,Data Analyst / BI,,https://trudvsem.ru/vacancy/card/5077746476209/38300278-a817-11f0-bdff-efc3bb2eec02
trudvsem,Бизнес аналитик,"ООО ""СКВИЛЛА""",Ростовская область,127500.0,170000.0,135000.0,127500 – 170000,,Business Analyst,,https://trudvsem.ru/vacancy/card/1186196025256/58909f10-0696-11f1-9ed5-a782872f6753
trudvsem,инженер- программист,"ООО ""СИМБИРСКИЕ ТЕХНОЛОГИИ""",Ульяновская область,100000.0,150000.0,157500.0,100000 – 150000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1067328002543/1d8d9528-019c-11f1-be07-55367a6dfdd0
trudvsem,Инженер-программист,"ООО ""ИНТЕЛЛЕКТУАЛЬНЫЕ ПОИСКОВЫЕ РЕШЕНИЯ""",Ульяновская область,70000.0,120000.0,87500.0,70000 – 120000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1227300004546/973fd13d-fab2-11f0-840c-5d924518952f
trudvsem,Программист,"ГКУ СО ""КЦСОН СЕВЕРНОГО ОКРУГА""",Самарская область,27093.0,30000.0,87500.0,27093 – 30000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1026303909785/456975a8-f04e-11f0-b746-7ffc9083893e
trudvsem,Разработчик 1-С,"ООО ""СИБИРСКИЙ БИЗНЕС""",Тюменская область,31157.0,31157.0,30000.0,31157 – 31157,,Software Engineer,,https://trudvsem.ru/vacancy/card/1147232053671/90aa1519-43a0-11f1-aa71-659f9ad1813b
trudvsem,Инженер-программист,"ООО ""ДЕВКОМ""",Удмуртская Республика,65000.0,80000.0,44450.0,65000 – 80000,"Необходимо знание и практический опыт работы с программными продукатми: 1С, AXAPTA.",ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/1211800017197/a2de4b79-d7af-11ee-bdb2-a3cd0470df2e
trudvsem,Инженер-программист,"ООО ""ФАВ-ВОСТОЧНАЯ ЕВРОПА""",Город Москва,45000.0,45000.0,31157.0,45000 – 45000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1077757771838/8d8ea896-f5b0-11ee-9e67-d549be31d974
